Assignment Fulfillment Entity 1,Assignment Fulfillment Entity 2,Role Demand type,Career Track,Location Radius,Source Location,Project Metro City,Project Supervising Entity,Sold,Client Contract Based,Assignment Title,Description,Requested Start Date,End Date,Status,Career Level From,Career Level To,Talent Segment,Assigned Role,Assignment Primary Specialization Level 1,Assignment Primary Specialization Level 2,Assignment Primary Specialization Level 3,Assignment Primary Specialization Level 4,Quadrant 1,Quadrant 2
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Melbourne,Other ,Yes,No,Technical Analyst,"Review and integrate all application requirements, including functional, security, integration, performance, quality and operations requirements. Review and integrate the technical architecture requirements. Provide input into final decisions regarding hardware, network products, system software and security.",2020-02-17T00:00,2020-09-14T00:00,Open - New,12,11,Technology Architecture                 ,Technical Architect,Technology,Technology Specialization L2,Architecture,Architecture Strategy,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Sydney,Canberra,Health & Public Service ,Yes,No,Prod Ops Practitioner,"******AUSTRALIAN CITIZENSHIP REQUIRED******
Management of Operational outcomes inclusive of management of Client Request fulfilment, management of functional BAU upkeep of the system and the engagement across Teams to achieve Operational outcomes. Must have Baseline Security Clearance or able to gain Security Clearance  (i.e. Australian Citizen)
Skills:
-	SQL querying
-	Problem Solving
-	XML and CDA manipulation
-	Incident Management
-	Resource Management
-	Team Management
-	Reporting",2020-02-17T00:00,2020-08-31T00:00,Open - In Process,12,11,Information Technology Operations       ,Technology OpS Support Practitioner,Technology,Technology Specialization L2,Cloud,Cloud Operations Management,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Agile Analyst - Tester,"Provide expertise in the planning, constructing and execution of test scripts. Apply business and functional knowledge including testing standards, guidelines, and testing methodology to meet the team's overall test objectives. Ensure all testing results are easily accessible and understandable. Track defects to closure and keep defect repository up-to-date.",2020-02-17T00:00,2020-06-30T00:00,Open - Confirming Candidate,12,12,Software Engineering                    ,Tester,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Accenture Operations , Delivery ,New,Client Delivery & Operations,Any Location Globally,Torino,Torino,Products ,Yes,No,Application Developer,"Design, build and configure applications to meet business process and application requirements.",2019-12-01T00:00,2020-11-30T00:00,Open - Confirming Candidate,12,12,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,SAP,SAP HCM Core HR,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Tokyo,Tokyo,Resources ,Yes,No,[AO Mob]New Parachute AO Mobilize Team Member,"[Must Have Skill] Parachute AO Experience
[Nice To Have Skill] Parachute AO Mobilize/Transition Experience, Java or COBOL",2020-08-03T00:00,2020-12-31T00:00,Open - In Process,12,8,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Town,Canberra,Canberra,Health & Public Service ,Yes,No,Tester,"Provide expertise in the planning, constructing and execution of test scripts. Apply business and functional knowledge including testing standards, guidelines, and testing methodology to meet the team's overall test objectives. Ensure all testing results are easily accessible and understandable. Track defects to closure and keep defect repository up-to-date.

TSPV clearance required",2020-02-02T00:00,2020-06-30T00:00,Open - In Process,12,8,Software Engineering                    ,Tester,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Brisbane,Health & Public Service ,Yes,No,BA/Tester,"Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information.",2020-01-20T00:00,2020-06-30T00:00,Open - Need Project Feedback,12,9,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Microsoft,Microsoft Web Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Performance Tester,"Diagnose issues that an in-house performance testing team has been unable to. There are five aspects to Performance Engineering: software development lifecycle and architecture, performance testing and validation, capacity planning, application performance management and problem detection and resolution.",2020-02-03T00:00,2020-06-30T00:00,Open - In Process,12,9,Software Engineering                    ,Tester,Technology,Technology Specialization L2,Microsoft,Microsoft Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Salesforce Functional Tester,"Design, build and configure applications to meet business process and application requirements. NV1+ required.",2020-03-16T00:00,2020-08-31T00:00,Open - In Process,12,9,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Salesforce Administrator 2,"Act as the ongoing interface between the client and the system or application. Dedicated to quality, using exceptional communication skills to keep our world class systems running. Can accurately define a client issue and can interpret and design a resolution based on deep product knowledge. Must be NV1 cleared.",2020-02-17T00:00,2020-08-31T00:00,Open - In Process,12,9,Information Technology Operations       ,SW/Application Tech Support Practitioner,Technology,Technology Specialization L2,Salesforce,Salesforce Platform Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,.Net/C#  Developing,".Net/C#  Developing & Auto Test Scripting
	Software development & design experience, minimum 3 -5 years in full stack .NET development and .Net core 
	Solid expertise with C# and asp.net MVC, webAPI and unit testing 
	Selenium Test automation, continuous integration and automated deployment 
	Fair skills around database development with sql server 2012+ - T-Sql, store proc 
	In depth knowledge of OOP principles and N-tier and N-layered architecture. 
	Passion for agile software delivery processes  

Nice to have: 
	Selenium Test automation, continuous integration and automated deployment
	Fair skills around database development with sql server 2012+ - T-Sql, store proc,  asp.net MVC and webAPI
	Proven skills around AWS 
	Advanced soap services 
	Operational at entity framework 
	Exposure to Micro services
",2020-02-24T00:00,2020-06-30T00:00,Open - Need Project Feedback,12,9,Business & Technology Integration       ,Business Analyst,Technology,Technology Specialization L2,Agile/DevOps,Agile Development,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,Any Location Globally,London,London,Resources ,Yes,No,Salesforce Developer,"Design, build and configure applications to meet business process and application requirements.",2020-02-24T00:00,2020-02-29T00:00,Open - In Process,12,9,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Salesforce,Salesforce Platform Development,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,SOA Developer,"Corporate Systems
Oracle BRM, EBS, SOA, IWS Scheduler, Oracle Cloud, Oracle Data Integrator, Oracle FDMEE, Oracle DEMANTRA, Oracle Hyperion,  OBIA, OBIEE",2020-02-17T00:00,2020-06-30T00:00,Open - In Process,12,9,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Oracle,Oracle Billing and Revenue Management (BRM),0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,Performance Tester,"Provide expertise in the planning, constructing and execution of test scripts. Apply business and functional knowledge including testing standards, guidelines, and testing methodology to meet the team's overall test objectives. Ensure all testing results are easily accessible and understandable. Track defects to closure and keep defect repository up-to-date.",2020-02-17T00:00,2020-06-30T00:00,Open - New,12,9,Software Engineering                    ,Tester,Technology,No Technology Category,No Technology Specialization,,0,0
Financial Services , FS AAPAC OU ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,IT Controls Business Analyst,"Project management to coordinate and drive delivery, engage with business stakeholders, provide progress updates, escalate blockers and impediments impacting delivery",2020-01-27T00:00,2020-06-30T00:00,Open - Need Project Feedback,12,9,Business & Technology Integration       ,Business Analyst,Function,No Function Category,No Function Specialization,,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,DMP - IT Service Management Coordinator,"***SECURITY CLEARANCE REQUIRED***

Deliver Information Technology Infrastructure Library (ITIL) service operations processes of problem, change, configuration, incident and release management. Specialize in the delivery of one of the processes, or provide management and coordination across multiple processes.",2020-02-10T00:00,2020-06-01T00:00,Open - New,13,10,Information Technology Operations       ,IT Service Management Coordinator,Function,Function Specialization L2,Customer Insight & Growth,Service Transformation,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,Technical Architect,"Review and integrate all application requirements, including functional, security, integration, performance, quality and operations requirements. Review and integrate the technical architecture requirements. Provide input into final decisions regarding hardware, network products, system software and security.",2020-03-09T00:00,2020-12-31T00:00,Open - Confirming Candidate,13,11,Technology Architecture                 ,Technical Architect,Technology,Technology Specialization L2,Agile/DevOps,DevOps,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Executive Assistant,"Security Requirements:
- 5 years consecutive Aus residence required
- Citizen preferred	

Role Requirements
-Manage multiple executive calendars
-High attention to detail
-Ability to organize a daily workload by priorities.
-Ability to organise and coordinate multiple stakeholders.
-A proactive approach to problem-solving with strong decision-making skills.
-Strong verbal and written communications skills.",2020-01-31T00:00,2020-06-30T00:00,Open - In Process,13,13,"Program, Project & Service Mgmt         ",Program/Project Manager,Function,No Function Category,No Function Specialization,,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Health & Public Service ,Yes,No,PMO Practitioner,"PMO for a growing H&PS project in Melbourne. This is great opportunity to help our client to transform their organisation. The project has a strong digital culture and brings together H&PS, Technology, Digital and other areas.

This is a key role in supporting and enabling the growth of the project. The role will cover supply and demand management, resourcing, agile project management support, deliverable management, commercials and facilities management.

Requires someone with a genuine motivation for the functions that support project delivery and will provide great experience of how our large programs run. Requires a flexible mindset and strong organisation and interpersonal skills. 

Previous experience of PMO is useful but not required.

Role will be based from the digital area in the Melbourne office.",2020-02-17T00:00,2020-06-30T00:00,Open - Need Project Feedback,13,9,"Program, Project & Service Mgmt         ",Business Operations - PMO Practitioner,Function,No Function Category,No Function Specialization,,0,0
Accenture Technology , Advanced Technology Centers ,New,Client Delivery & Operations,Any Location Globally,Tampa,Tampa,Financial Services ,Yes,No,ETL/Informatica Developer,"5-7 years of experience in data integration and information developer. 
Resource should have proficient knowledge of Informatica PowerCenter, IDQ, B2B development. 
Design, build and configure applications to meet business process and application requirements.

This is a leadership roles thus the candidate must have a deep technical expertise & communication skills.",2020-02-24T00:00,2020-09-30T00:00,Open - New,13,9,Software Engineering                    ,Application Developer,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Operations,Other,New,Client Delivery & Operations,In Country,Melbourne,Sydney,Other ,Yes,No,IBST Team sample role - please change,"Advises, leads and works on high impact activities within the systems development lifecycle,and provides advisory work for the IT function itself.",2021-01-01T00:00,2021-01-02T00:00,Open - In Process,13,Accenture Leadership,Business & Technology Integration       ,Technology Consulting Practitioner (TC),Technology,Technology Specialization L2,Testing,Test Data Management,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,Account Business Operations Lead,"Oversee the account operation support functions.  Our team provides project support for Commercial, Finance, Invoicing, Timesheets, Events, Resourcing, HR and other general administration and reporting matters. The team is approx. 25 people in size spreads across multiple locations in Australia and offshore.  There are 4 main sub leads responsible for Finance, Commercial, HR and other PMO functions that will report to you. The account has a large and diverse portfolio of projects spanning across ATO, ABS and other central agencies.  It has 10-20 in flight projects and 400-500 resources operating across the engagements.

Responsibilities (include, but not limited to):
	Ensure streamline operations and alignment across the support pillars.
	Monitor and improve daily operations and address potential issues when they arise.
	Monitor financial data, support sales process as required.
	Maintain relationships with internal and external stakeholders.",2020-03-03T00:00,2020-06-30T00:00,Open - Need Project Feedback,6,5,"Program, Project & Service Mgmt         ",Business Operations - PMO Lead,Function,No Function Category,No Function Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,Backfill,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,EC PY Lead,"Assume accountability for delivery of one or more projects and programs at a client. Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-02-17T00:00,2020-08-14T00:00,Open - In Process,6,5,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,Application Lead,"Backfill role. 
o	Strong HR or Oracle Cloud skills
o	Work with senior stakeholders globally
o	Able to start asap and build trust quickly

Provide functional and/or technical expertise to plan, analyze, define and support the delivery of future functional and technical capabilities for an application or group of applications. Assist in facilitating impact assessment efforts and in producing and reviewing estimates for client work requests.
Sales Functional Architect
HR lead",2020-02-10T00:00,2020-08-31T00:00,Open - In Process,6,5,Technology Architecture                 ,Application Architect,Technology,Technology Specialization L2,Oracle,Oracle HCM Cloud,0,0
Other , Affiliated Companies ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Products ,Yes,No,MS SQL SME,"Administer, develop, test, or demonstrate databases. Perform many related database functions across one or more teams or clients, including designing, implementing and maintaining new databases, backup/recovery and configuration management. Install database management systems (DBMS) and provide input for modification of procedures and documentation used for problem resolution and day-to-day maintenance.",2020-02-10T00:00,2020-02-21T00:00,Open - New,6,5,Software Engineering                    ,Database Administrator,Technology,Technology Specialization L2,Microsoft,Microsoft Cloud Infrastructure,0,0
Accenture Technology , Technology Geographic Unit ,Backfill,Client Delivery & Operations,In Country,Sydney,Sydney,Financial Services ,Yes,No,Technology Delivery Lead,"Keep the Technology business moving by building and leading high-performance teams. Tenacious and efficient, drive profitability and continued success though managing service quality, cost and leadership of the people delivering services across projects/ programs/portfolios of all scale. Proactively support sales through innovative solutions, leading the execution of the solution plan and delivery excellence programs to achieve the delivery and commercial expectations of Accenture offerings.",2020-02-24T00:00,2020-06-05T00:00,Open - Need Project Feedback,6,5,Business & Technology Integration       ,Technology Delivery Lead,Technology,Technology Specialization L2,Salesforce,Salesforce Platform Development,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,CI/CD Specialist,"Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise.",2020-02-17T00:00,2021-04-30T00:00,Open - Need Project Feedback,6,6,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,ASIC Delivery Dependencies Manager,"Work with portfolio leadership on ASIC/MBR program dependencies to agree on priority of backlog items. 
Maintain, manage and provide visibility on the ASIC dependency backlog items across the program. 
Identify and communicate any cross area or scross release issues that may affect other project areas.",2020-05-01T00:00,2023-07-31T00:00,Open - New,6,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,MOG Technology Transition Manager (EST),"Facilitate visibility on activities and deliverables by ASIC MBR Project areas for collaboration. 
Participate in issue and program meetings to gain visibility on ASIC dependency items. 
Maintain, manage and provide visibility on the ASIC dependency backlog items across the program.",2020-02-17T00:00,2021-04-30T00:00,Open - New,6,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Shared Service Dependencies Manager,"Maintain, manage and provide visibility on the ASIC dependency backlog items across the program. 
Facilitate stakeholder buy-in for the proporsed designs impacting ASIC business areas. 
Liase with ASIC project manager in managing the dependencies and SLA on requests. 

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-04-01T00:00,2023-07-28T00:00,Open - Need Project Feedback,6,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,New,Client Delivery & Operations,Any Location Globally,Chicago,Chicago,Health & Public Service ,Yes,Yes,Project Portfolio Management Tools-6-Manila,"Develop and execute activities related to end-to-end project management, including project plans and estimates, scoping and requirements through implementation and deployment. Proactively monitor, manage and report on execution of deliverables.",2020-05-20T08:00,2021-05-20T08:00,Open - Need Project Feedback,6,6,"Program, Project & Service Mgmt         ",Program/Project Manager,Technology,No Technology Category,No Technology Specialization,,0,0
Resources , RES AAPAC OU ,New,Client Delivery & Operations,Any Location Globally,Abu Dhabi,Abu Dhabi,Resources ,Yes,No,Project Lead - Fertilizer,"Assume accountability for delivery of one or more projects and programs at a client. Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects. The individual will be responsible for the Time Management solution across 14 group companies.",2020-05-01T00:00,2020-11-30T00:00,Open - Need Project Feedback,6,6,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Resources , RES AAPAC OU ,New,Client Delivery & Operations,Any Location Globally,Abu Dhabi,Abu Dhabi,Resources ,Yes,No,Project Lead - Distribution,"Assume accountability for delivery of one or more projects and programs at a client. Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects. The individual will be responsible for the Time Management solution across 14 group companies.",2020-12-01T00:00,2021-06-30T00:00,Open - Need Project Feedback,6,6,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Resources , RES AAPAC OU ,New,Client Delivery & Operations,Any Location Globally,Abu Dhabi,Abu Dhabi,Resources ,Yes,No,Project Lead - Gas Processing,"Assume accountability for delivery of one or more projects and programs at a client. Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects. The individual will be responsible for the Time Management solution across 14 group companies.",2020-12-01T00:00,2021-06-30T00:00,Open - Need Project Feedback,6,6,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,SAP,SAP Technical Architecture,0,0
Accenture Technology , Intelligent Cloud and Infrastructure ,Backfill,Client Delivery & Operations,Any Location Globally,Los Angeles,Los Angeles,Financial Services ,Yes,No,Informatica PowerCenter-6-Hyderabad,"Lead the effort to design, build and configure applications, acting as the primary point of contact.",2020-04-12T13:00,2021-02-04T13:00,Open - In Process,6,6,Software Engineering                    ,Application Lead,Technology,No Technology Category,No Technology Specialization,,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,ERP S/4 - Solution Architect,"Support the Solution Architect providing solution design and solution approval process. When required, provide costing, response development and operations support.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-03-09T00:00,2020-04-30T00:00,Open - Confirming Candidate,6,6,Solution Architecture                   ,Solution Architecture Practitioner,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Accenture Technology , Technology Geographic Unit ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,No,ERP S/4 - Integration Lead,"Work directly with the client gathering requirements to align technology with business strategy and goals and. Experts internally and externally for their deep functional or industry expertise, domain knowledge, or offering expertise.

The description has been defaulted based on the Assigned Role selected; modify as needed to indicate any project specific details",2020-03-02T00:00,2021-04-30T00:00,Open - Confirming Candidate,6,6,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,SAP,SAP Integration Architecture,0,0
Products , PRD AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Melbourne,Products ,Yes,Yes,Software Product Development Lead,"Lead cross-functional product development teams to design, develop and enhance software assets that meet or exceed internal and external(customer) expectations, and meet product functionality, cost and delivery schedules. Apply knowledge to create an environment that fosters accountability, quality, commitment, growth and innovation. Support the sales process as needed by participating in the solution design.",2020-02-03T00:00,2020-05-01T00:00,Open - Need Project Feedback,6,6,Software Engineering                    ,Software Product Development Lead,Function,Function Specialization L2,CFO & EV,Platform-led Finance Transformation,0,0
Accenture Technology , Accenture Workday ,New,Client Delivery & Operations,In Geographic Unit,Sydney,Sydney,"Communications, Media & Technology ",Yes,No,WORKDAY - Delivery Lead,"Only consultants with current, relevant Workday Certification(s) will be considered. 
ACND9 - Delivery Lead; 
Average FTE:5%.",2020-03-02T00:00,2020-07-04T00:00,Open - Need Project Feedback,6,6,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Workday,Workday HCM,0,0
Accenture Digital , Accenture Interactive ,New,Client Delivery & Operations,Any Location Globally,Los Angeles,Los Angeles,Resources ,Yes,No,Enterprise Content Mgmt Assessment Delivery Lead,"Delivery lead to direct and guide team to perform current state/future state assessment for Document Management capabilities.  Provide leadership, planning, deliverable oversight.  Scope includes roadmap and strategy of Document Management tools, COE, migration and confirmation of direction with client leadership.",2020-02-17T00:00,2020-04-03T00:00,Open - Need Project Feedback,6,6,Advisory                                ,Content Management Advisor,Technology,Technology Specialization L2,Data Business Group,Enterprise Data Management,0,0
Accenture Technology , Accenture Workday ,New,Client Delivery & Operations,In Country,Sydney,Sydney,Health & Public Service ,Yes,No,WORKDAY - Project Manager,"Only consultants with current, relevant Workday Certification(s) will be considered. 
WORKDAY - Project Manager; 
Average FTE:8%.",2020-01-27T00:00,2020-06-27T00:00,Open - In Process,6,6,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Workday,Workday HCM,0,0
Accenture Security , Security Practice ,New,Client Delivery & Operations,In Town,Sydney,Sydney,Other ,Yes,No,31706-232278_Growth Market CDP Lead(gary.d.sacco),"Day to day management of CDP team supporting all Growth Market CDP plans.
Acts as the Information Security (IS) SPoC for the Growth Market, fostering relationships with Market stakeholders (COOs, DOOs, CALs, etc.) to achieve IS strategic goals.
Drives COO monthly discussions
Participates in DOO monthly discussions 
Responsible for reviewing, approving all Growth Market CDP control exceptions.",2020-03-01T00:00,2021-08-31T00:00,Open - New,6,6,Security                                ,Client Data Protection Architect,Function,Function Specialization L2,Supply Chain & Operations,Operational Excellence,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,Any Location Globally,Singapore,Singapore,Health & Public Service ,Yes,No,Delivery Lead,"Keep the Technology business moving by building and leading high performance teams. Tenacious and efficient, drive profitability and continued success though managing service quality, cost and leadership of the people delivering services across projects/ programs/portfolios of all scale. Proactively support sales through innovative solutions, leading the execution of the solution plan and delivery excellence programs to achieve the delivery and commercial expectations of Accenture offerings.",2020-02-24T00:00,2020-09-30T00:00,Open - Need Project Feedback,6,Accenture Leadership,Business & Technology Integration       ,Technology Delivery Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Release Train Engineer,"Assume accountability for delivery of one or more projects and programs at a client. 
Facilitate and manage agile ceromonies
Mobilize the delivery team, identify the appropriate people resources and assign these individuals to projects.",2020-05-01T00:00,2020-10-31T00:00,Open - In Process,7,6,Portfolio & Delivery Management         ,Delivery Lead,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,DSP API Development Lead,"Assist in defining requirements and designing applications to meet business process and application requirements for API's. Define best practices and patterns for modern API design and Developer Experience.  Understanding the business vision, value for a well-scoped business domain, and translating it to a great API Design and introducing modern API tooling and design practices into the Enterprise.  Working with API Developers to navigate and overcome the constraints of the legacy architecture and liaising with developers and business lines to determine the required APIs. Ensuring APIs are performant and compatible with the enterprise API gateway. Documenting APIs for consumption.
Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-05-04T00:00,2023-04-30T00:00,Open - New,7,6,Business & Technology Integration       ,Business and Integration Architect,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Enterprise Architect - Business,"Support clients defining the overall technology blueprint and transition plan to develop the business and IT strategies. Work with clients to grow their businesses, increase productivity and lower IT spend by creating a flexible and actionable roadmap that guides the selection, deployment, operation and refresh of applications and technologies within the organization.",2020-04-01T00:00,2024-04-30T00:00,Open - Need Project Feedback,7,6,Strategy                                ,Enterprise Arch & App Strategist,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Performance Test Engineer,"Lead the testing effort and/or team to plan, construct and execute release tests. Apply testing methodologies, principles and processes to define and implement key metrics to manage and assess the testing process including test execution and defect resolution. Apply business and functional knowledge to meet the teams' overall test objectives.

Brisbane/Canberra/Melbourne

The ATO security process requires:
	5 years residence history 
	3 most recent years to be consecutively in Australia
	Overseas police checks for periods spent outside Australia longer than 3 months within last 5 years
	Authority to obtain working rights status if non-citizen",2020-07-01T00:00,2024-02-29T00:00,Open - New,7,6,Software Engineering                    ,Tester,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Canberra,Canberra,Health & Public Service ,Yes,No,ORT Lead,"Develop and manage all aspects of the testing effort, including plans, interdependencies, schedule, budget, tools, and required personnel. Document and communicate the status of testing progress against plans, taking corrective action as necessary. Define, implement, and maintain project process guidance related to testing. Provide technical leadership to project resources and the client to meet testing deadlines and objectives. Ability to consult with and develop technical resources for methods, procedures, and standards to use during testing. Review project deliverables for completeness, quality, and compliance with established project standardsrequired.",2020-08-03T00:00,2020-12-31T00:00,Open - New,7,6,Software Engineering                    ,Test Lead,Technology,Technology Specialization L2,Testing,Digital Testing,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Brisbane,Canberra,Health & Public Service ,Yes,No,Solution Train Engineer,"Provide guidance and support to the solution architecture team to keep on track. 
Provide alternate solution options for the train to keep on track.
Provide solution design and solution approval process. When required, provide costing, response development and operations support.",2020-02-17T00:00,2024-04-30T00:00,Open - Confirming Candidate,7,6,Cloud                                   ,Cloud Solution Architect,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
Health & Public Service , H&PS AAPAC OU ,New,Client Delivery & Operations,In Country,Melbourne,Canberra,Health & Public Service ,Yes,No,Solution Architect,"Provide solution design and solution approval process. When required, provide costing, response development and operations support.",2020-02-17T00:00,2021-10-31T00:00,Open - Confirming Candidate,7,6,Solution Architecture                   ,Solution Architecture Practitioner,Technology,Technology Specialization L2,Complex Program Del,Complex Program Delivery,0,0
